	preprocessed_sent	label_encoded
7869	튼실한 새 미드들 쏟아진다 드라마 폐인들의 눈높이 상승에는 미국 드라마 미드 의 영향을 무시할 수 없다  미드의 고전  엑스파일 을 시작으로 여전히 인기몰이를 하고 있는  시에스아이  시리즈   위기의 주부들    24시    프리즌 브레이크    하우스  등이 대표적인 예다  새 학기가 시작되는 3월  주목할 만한 미국 드라마가 유난히 많다  케이블채널 오시엔의  엔시에스아이  엘에이  매주 금 10시 는 미국에서 동시간대 시청률 1위를 기록했던 인기 작품으로  우리나라에서도 동시간대 케이블 시청률 1위를 기록하며 순항중이다  미 해군 범죄수사국 특수요원들이 각종 범죄와 음모 등과 맞서 싸우는 수사물로 배우 크리스 오도넬의 연기가 특히 볼만하다  같은 채널에서 지난 8일부터 방송중인 법정드라마  굿 와이프 는  블레이드 러너    글래디에이터  등을 만든 리들리 스콧과  탑건    에너미 오브 스테이트  등을 연출한 동생 토니 스콧이 공동으로 총제작을 맡은 작품으로 미국에서 전미 시청률 1위에 오른 2009년 신작이다  부정부패와 섹스 스캔들로  잘나가던 검사 남편이 구속된 뒤  13년 만에 변호사로 복귀하는 아내의 이야기를 다룬다 	7
5338	 밀양 신공항 안전성 의문  부산대 항공우주공학과 교수 성명   항공학적 검토 위험성 지적   밀양 입지 자격 미달 주장	5
3264	 난임으로 상처받은 마음 치유하세요  보건복지부는 1일부터 난임부부에 심리 및 의료 상담서비스를 제공하는 시범사업을 1년간 시행한다고 지난 30일 밝혔다  이번 시범사업은 전문가들이 난임으로 고통받는 부부들에게 심리상담과 함께 난임 치료 관련 의료상담을 해주는 프로그램이다 	3
8181	여수시의회 기부천사 박수관  주 YC TEC회장에 감사패 전남 여수출신 기부천사 박수관  주 YC TEC 회장 겸 부산 경남 베트남 명예총영사가 14일 여수시의회로부터 감사패를 받았다  여수시의회 박정채 의장과 시의원들은 이날 본회의장에서 제161회 임시회 개회에 앞서 박수관 회장에 대한 감사패 전달행사를 가졌다 	8
7404	태웅 정화  피의 전쟁  6월 월화극 엄남매 맞짱선언 안방극장에서  남매대결 이 벌어진다  영화와 드라마에서 활발히 활동하는  연기자 남매  엄정화  엄태웅이 드라마 주인공으로 같은 시간대에 격돌한다  경쟁의 시작은 동생이 먼저 알린다  엄태웅은 MBC가 5월 말 방송하는 월화드라마  선덕여왕  극본 김영현 연출 박홍규 을 통해 시청자와 만날 예정 	7
7806	 어린이 버라이어티  경쟁  글로벌 채널  월트디즈니 도 가세  더빙 방송  벗어나 자체 제작 어린이 프로그램에 성인 예능 버라이어티 포맷을 접목한  키즈 버라이어티 를 최근 국내 방송사들이 잇따라 선보이고 있는 가운데  어린이 프로의 명가     월트 디즈니까지 이 경쟁에 가세했다 	7
3679	41  그랜드자연요양병원  문화 프로그램  웃음박사 조상영 교수가 환자들을 대상으로 웃음치료를 하고 있다  음악 미술 웃음 치료로 인지기능 개선	3
4394	서울시 5대 혁신정책 전국민 투표로 결정 서울시가 전국으로 확산할  5대 혁신정책 을 전국민 투표로 결정한다  또 미래 대한민국 주요 의제도 투표로 결정할 계획이다  스웨덴 정치축제 알메달렌 위크처럼 직접 민주주의를 실현한 촛불시위 열기를 일상으로 잇는다는 취지다  서울시는 7월 7 8일 서울광장과 광화문광장에서  서울이 민주주의다 를 주제로  2017 함께서울 정책박람회 를 개최한다고 11일 밝혔다 	4
8287	후보검증 공방  단일화 향배에 달렸다 연말 대선이 8일로 72일 앞으로 다가온 가운데 판세는 갈수록 안갯속으로 빠져들고 있다  새누리당 박근혜 민주통합당 문재인 무소속 안철수 대선 후보의 초접전 양상이 지속되면서 좀처럼 승부를 예측하기 힘든 상황이 계속되고 있는 것이다 	8
159	카카오 3분기 성적표  양호  게임 캐릭터 덕 봤다  콘텐츠 플랫폼이 실적 견인  영업이익 1년 새 87  상승	0
2663	 기대와 우려  부산문화회관 법인화  올해  재 부산문화회관이 닻을 올렸다  하지만 부산문화회관은 어수선하다  단원들은  위탁경영 반대   박인건 대표 물러나라 라는 슬로건을 몸에 두른 채  매일 아침 부산문화회관에서 릴레이 1인 시위를 펼치고 있다   재 부산문화회관 박인건 대표는 자체 예산 1000만 원을 들여 지난 12일 5박 6일 일정으로 수행직원과 함께 비즈니스석으로 독일 함부르크 한 극장 오픈식에 참가했다  그게 도마 위에 오르내리고 있다  중요한 시기에 그럴 필요가 있느냐는 것이다  경비 1000만 원은 기획공연 예산이 절대적으로 부족한 부산문화회관에는 적지 않은 예산이다  부산국악관현악단 한 해 기회공연 예산은 7000여만 원에 불과하다 	2
2264	광주 둥지 국내 CG업체들 활약 빛난다 광주에 진출한 컴퓨터그래픽 Computer Graphics 이하 CG  업체들이 국내에서 바람몰이를 하고 있는 대작 영화의 특수효과 및 3D제작 사업에 참여  두각을 나타내고 있다  업계 선두권으로 지난해 하반기 잇따라 광주지사를 설립한 이들 업체는 지역 내 전문인력 양성과 수익창출 등을 통해 지역경제 활성화에 큰 보탬이 되고 있다  7일 광주문화산업진흥원에 따르면 영화  해운대 와  태왕사신기  등의 후반작업을 맡은 모팩스튜디오는 지난해 광주에 지사를 설립하고 하지원 주연의 영화  7광구 의 시각효과와 3D 입체 컨버팅 작업을 했다 	2
2794	흥국생명   실리콘밸리 도전 성공기  토크콘서트 성공리에 마쳐 흥국생명이 젊은이들이 직면한 문제를 함께 고민하기 위해 개최한 토크 콘서트가 성황리에 종료됐다  흥국생명 대표이사 김주윤 은 지난 20 21일 양일간 서울 상암동에 위치한  누리꿈스퀘어 에서 약 800명이 참여한 가운데 실리콘밸리의 첨단 기업에 도전  성공한 연사들을 초청한 토크 콘서트  Life is Challenge 를 성공리에 마쳤다고 23일 밝혔다 	2
5377	항공업계  투자 멈추지 않는다  올해 항공업계는 예측하기 어려운 환율과 유가  경기침체  신종플루 등악재가 끊이지 않았다  하지만 미래를 위한 투자는 과감하게 해 눈길을 끌고 있다 업계 관계자는  올해 항공시장은 많은 어려움을 겪었지만 주춤하지 않고 투자를 지속적으로 해왔다 며   시장을 예측하기 힘들지만 기회가 왔을 때 성장할 수 있는 만반의 준비를 할 수 있도록 대비했다 고 말했다   양도 늘리고 질도 높이고   대한항공은 기존 모든 중장거리 여객기 좌석을 최첨단 명품 좌석으로 교체하고 있다  9월부터 2011년 4월까지 20개월 일정으로 B777  A330 등 중장거리 항공기 32대의 기내를  코스모 스위트    프레스티지 슬리퍼  등으로 교체하는 작업에 들어갔다  대한항공은 2015년까지 96대의 중장거리 항공기에 명품 좌석을 설치한다는 계획이다  이와 함께 A380  B787 등 차세대 항공기를 포함해 2015년까지 62대의 항공기를 도입한다 	5
6466	강을준 감독의 분노  경기 자체가 하기 싫었다   솔직히 경기 자체가 하기 싫었습니다  25일 원주 치악체육관에서 벌어진 2010 2011 현대모비스 프로농구 창원 LG와 원주 동부의 6강 플레이오프 1차전  강을준 LG 감독은 2쿼터 막판 더이상 분을 참지 못하겠다는 표정과 함께 선수들을 벤치로 불러들였다  심판 판정 때문에 계속 피해를 보고 있다는 생각에 강수를 둔 것이다 	6
5480	덕산온천  내년 온천대축제 유치 파란불  속보  우리나라 최대의 테마 축제인  2011 대한민국 온천대축제  유치를 위해 전국 3개 지역이 경합을 벌이고 있는 가운데 최근 실시한 현지 실사에서 예산군 덕산온천이 좋은 평가를 받아 유치 전망을 밝게 하고 있다  본보 4월 5일자 9면 보도  15일 예산군에 따르면 이달 초 행정안전부 관계자 등 실사단들이 실시한 2011 대한민국 온천대축제 공모 신청에 대한 덕산온천 현지실사 결과 축제 개최지로 최적의 여건을 갖췄다는 평가를 받았다는 것 	5
899	 19면 MS  애저로 옛 영화 되찾기 나섰다 MS  부산에 아시아 허브 데이터센터 만든다 21일 서울 부산에 각각 데이터센터 오픈	0
1801	국가별 대형은행 수익성 차이 커   캐나다  우수  영국  최악  글로벌 금융위기 이후 지난 10년간 글로벌 은행들의 수익성이 국가별로 상당한 차이를 보인 것으로 나타났다  8일 KB금융지주 경영연구소에 따르면 글로벌 은행들은 글로벌 금융위기로 2008년 수익성 ROE 이 급락한 후 반등했으나  여전히 금융위기 이전 수준을 회복하지는 못한 것으로 나타났다 	1
5513	수렵야화 후각   전날 밤 코끼리가 침입한 집에는 열서너 명이나 되는 일꾼들이 잠을 자고 있었는데 침입한 코끼리는 그중에서 한사람만을 죽였다  그 코끼리는 수용소에서 사육사를 죽이고 달아난 병든 코끼리였다  그리고 전날 밤 그놈이 죽인 벌목회사 일꾼도 바로 그놈을 사육했던 사역사의 조수였다  병든 코끼리는 자기를 부렸던 사육사를 죽이고 난 뒤에도 그 조수까지도 죽였던 것이었다 	5
1998	화제의 분양현장   충남 당진 롯데캐슬 롯데건설이 서해안에서 성장 속도가 가장 빠른 곳으로 손꼽히는 충남 당진에 롯데캐슬 아파트를 선보인다  당진 롯데캐슬 아파트는 당진군 반촌리 859 2 일대에 들어서는 706채다  지상 11 24층 11개 동으로 전용면적 기준으로 59 형 30채 84 형 456채 99 형 172채 127 형 48채로 이뤄져 있다  최근 수요자들로부터 인기를 끌면서 거래가 활발한 중소형 주택이 486채로 절반을 넘는다  분양가는 3 3 당 670만 699만원 선이다 	1
1285	광주 중대형아파트 거래 활발 부동산 경기 침체에도 불구하고 올해 상반기 광주지역에서는 2억원 이상 중대형 아파트의 거래가 두드러진 것으로 나타났다  27일 부동산정보업체 사랑방신문이 국토해양부가 공개한 아파트 거래량을 분석한 결과  올해 상반기 광주지역에서 거래 신고된 아파트는 총 1만3018건으로 지난해 같은 기간 1만2069건보다 7 8  증가했다  이 중 실거래가를 공개한 아파트 1만1244건을 분석한 결과  2억원 이상 고가 아파트 거래는 모두 1402건으로 지난해 같은 기간 986건보다 무려 42 2 나 증가했다 	1
42	대한지적공사  국토정보 조사 관리 전문기관으로 새 출발 대한지적공사가 10일 코엑스에서 미래성장전략  비전 2025  및 새로운 CI BI 선포식을 갖고 국토정보 조사 관리 전문기관으로 새출발한다  지적공사는 그동안 지적측량사업에 주력해 온 업무범위를 확대해 이를 기반으로 하는 국토정보의 조사 관리 지원 인프라를 구축하는 한편  공간정보 시장의 활성화와 민간기업과의 상생 발전을 위한 전문기관으로 도약한다 	0
2617	슈베르트 스페셜리스트 폴 루이스 내한공연 대기만성        클래식 분야에서 피아니스트 폴 루이스만큼 이 사자성어에 들어맞는 사람도 없다  세계적으로 두각을 나타내는 대부분의 연주자들이 보통 5세 전후에 연주를 시작하는 데 비하면 그는 출발부터가 한참 늦다  1973년 영국 리버풀에서 태어난 그는 음악과는 전혀 무관한 가정에서 자랐다  피아노로 음악에 입문해 피아니스트가 되거나 다른 악기로 바꾸는 것이 일반적이지만  그는 첼로로 음악을 시작해 뒤늦게 피아노로 전향했다  당연히 어릴 때부터 신동 소릴 듣는 영재 피아니스트는 아니었다 	2
2628	창업자 월트 디즈니의 경영철학 배운 것을 기억하기 위해 그림을 그리던 학습장애 소년은 세계인의 가슴에 꿈을 그려 넣었다  전 세계 여러 기관들로부터  영광의 얼굴 로 소개된 것이 총 950번  아카데미상만 48번  에미상 7번  월트디즈니사의 창업자인 월터 일라이어스 디즈니 이야기다  레오나르도 다빈치 이후 예술계에 가장 큰 영향을 끼친 사람으로 꼽히는 월트 디즈니는 상상력을 상품으로 만들었고  사람들에게  꿈 을 팔았다   창조자 creator  라는 말이 가장 잘 어울리는 그의 철학과 정신은 창업 100년을 향해 달려가는 기업   월트디즈니사 에 고스란히 살아 숨쉬고 있다 	2
